Name,EstablishmentType,Rating,NumReviews,Address,Cuisine,CostForTwo,City
Mr. Thai,CASUAL DINING,3.1,6.0,"Amville Centre, 9222 Keele Street, Vaughan","Thai, Asian",25.0,Vaughan
Piatto Pieno,CASUAL DINING,,,"163 Buttermill Avenue, Vaughan",Italian,43.0,Vaughan
Santino Pizza & Pasta,QUICK BITES,3.6,5.0,"2104 York Regional Rd 7, Concord L4K 1W6",Pizza,13.0,Vaughan
South St. Burger,QUICK BITES,,,"1 Bass Pro Mills Dr #337, Vaughan, ON","Fast Food, Burger",25.0,Vaughan
Chocolats Favoris,DESSERT PARLOR,,,"1440 Major MacKenzie Dr W, Maple, ON L6A 4H6","Ice Cream, Quebecois",10.0,Vaughan
Thai Express,QUICK BITES,,,"RioCan Marketplace, 2601 Steeles Avenue West, Vaughan",Thai,25.0,Vaughan
241 Pizza,QUICK BITES,,,"10019 Queen Street, Unit 3, Vaughan","Pizza, Fast Food",30.0,Vaughan
Mr. Nicks Bar & Grill,CASUAL DINING,,,"12-16 Spinnaker Way, Vaughan",Grill,40.0,Vaughan
Mr. Greek Express,CASUAL DINING,,,"333 Bremner Blvd, Toronto",Greek,30.0,Vaughan
Me Va Me,CASUAL DINING,,,"2921 Major MacKenzie Dr W, Maple, ON L6A 3N9",Middle Eastern,25.0,Vaughan
Chick's Wing & Grill,BAR,2.9,4.0,"7777 Keele Street, Vaughan",Grill,45.0,Vaughan
Hank Daddy's Barbecue,CASUAL DINING,,,"7777 Keele Street, Unit 11, Vaughan L4K 1Y7","American, BBQ",25.0,Vaughan
Yogen Früz,DESSERT PARLOR,,,"Vaughan Mills Mall, Food Court, 1 Bass Pro Mills Drive, Vaughan","Frozen Yogurt, Desserts",15.0,Vaughan
Tandoori Host,QUICK BITES,,,"Peace Plaza, 9699 Jane Street, Vaughan","Pakistani, Indian",,Vaughan
The Campus Bubble Tea,BEVERAGE SHOP,,,"Norwood Plaza, 9699 Jane Street, Maple, Vaughan","Bubble Tea, Beverages",15.0,Vaughan
Extreme Pita,QUICK BITES,,,"RioCan Marketplace, 2061 Steeles Avenue West, Vaughan","Fast Food, Mediterranean",25.0,Vaughan
Com Pho The Ky,CASUAL DINING,,,"3232 Steeles Avenue West, Vaughan","Vietnamese, Asian",25.0,Vaughan
Arun Bakery Take Out,BAKERY,,,"Norwood Plaza, 9699 Jane Street, Vaughan","Bakery, Sri Lankan",20.0,Vaughan
Hummus Factory Canada,CASUAL DINING,,,"7241 Bathurst Street, Unit 11, Toronto L4J 3W1","Israeli, Mediterranean",25.0,Vaughan
Burger King,FAST FOOD,,,12001 Highway 400 North,"Fast Food, Burger",20.0,Vaughan
New Wok,QUICK BITES,,,"Vaughan Mills Mall, Food Court, 1 Bass Pro Mills Drive, Vaughan","Chinese, Asian, Fast Food",20.0,Vaughan
Symposium Cafe Restaurant & Lounge,CASUAL DINING,,,3450 Major MacKenzie Drive West L4L 1A6,"Diner, Burger, Desserts",65.0,Vaughan
Subway,QUICK BITES,,,"2180 Steeles Avenue West, Unit 5, Vaughan",Fast Food,20.0,Vaughan
Starbucks,CAFÉ,,,"1420 Major Mackenzie Drive, Vaughan",Cafe,20.0,Vaughan
Dippin' Dots & Spudniks,DESSERT PARLOR,,,"Vaughan Mills Mall, 1 Bass Pro Mills Drive, Vaughan",Desserts,15.0,Vaughan
Pippo Trattoria,CASUAL DINING,,,"601 Edgeley Boulevard, Unit 5, Vaughan",Italian,50.0,Vaughan
Trio - Novotel Toronto Vaughan Centre,CASUAL DINING,,,"Novotel Toronto Vaughan Centre, 200 Barr Pro Mills Drive, Vaughan",Canadian,90.0,Vaughan
Enmore Nanking Restaurant,CASUAL DINING,,,"3300 Steeles Avenue West, Unit 10, Vaughan","Caribbean, Chinese",25.0,Vaughan
NYF,QUICK BITES,,,"Vaughan Mills Mall, Food Court, 1 Bass Pro Mills Drive, Vaughan L4K 5W4",Fast Food,15.0,Vaughan
Osmow's,CASUAL DINING,,,"2620 Rutherford Rd, Vaughan, ON L4K 0H1, Toronto",Mediterranean,30.0,Vaughan
Steakland,CASUAL DINING,,,"2781 Highway 7 West, Vaughan","Grill, Canadian, Vietnamese",20.0,Vaughan
Spizzico Ristorant,CASUAL DINING,,,"3991 Major Mackenzie Drivem Unit 14, Vaughan L6A 1S1",Italian,35.0,Vaughan
Chipotle,QUICK BITES,,,2901 Major MacKenzie Dr W Building C,Mexican,20.0,Vaughan
The Great Canadian Bagel,QUICK BITES,,,"3300 Highway 7, Vaughan",Cafe,15.0,Vaughan
Pizzaville,QUICK BITES,,,"9222 Keele Street, Concord, ON L4K 5A3","Pizza, Fast Food",25.0,Vaughan
Bourbon St. Grill,Other,,,"Vaughan Mills Mall, Food Court, 1 Bass Pro Mills Drive, Vaughan","Cajun, Southern",20.0,Vaughan
Junnio's Italian,CASUAL DINING,,,"40 Bradwick Drive, Vaughan",Italian,40.0,Vaughan
Tiffany Restaurant,QUICK BITES,,,"1970 Highway 7, Concord",Chinese,15.0,Vaughan
Rocky Mountain Chocolate Factory,DESSERT PARLOR,,,"Vaughan Mills Mall, 1 Bass Pro Mills Drive, Vaughan",Desserts,15.0,Vaughan
Second Cup,CAFÉ,,,"9330 Bathurst Street, Unit 4, Vaughan","Cafe, Coffee and Tea, Frozen Yogurt",10.0,Vaughan
Mr. Sub,QUICK BITES,,,"20 Staffern Drive, Vaughan",Fast Food,25.0,Vaughan
Molisana Bakery,QUICK BITES,,,"7695 Jane Street, Vaughan",Italian,25.0,Vaughan
Pizza Hut,QUICK BITES,,,"10 Jacob Keffer Parkway, Vaughan","Pizza, Fast Food",25.0,Vaughan
Miami Beach Grill,CASUAL DINING,,,"3255 Rutherford Road, Unit 28, Vaughan L4K 5Y5",Latin American,20.0,Vaughan
Tommy's Restaurant,CASUAL DINING,,,"3175 Rutherford Road, Vaughan L4K 0A3","Caribbean, Chinese",25.0,Vaughan
Tamam’s Shawarma,QUICK BITES,,,"2180 Steeles Avenue W, Concord, ON",Lebanese,15.0,Vaughan
