,Name,EstablishmentType,Rating,NumReviews,Address,Cuisine,CostForTwo,City
3849,Cafe Hollywood,CASUAL DINING,2.9,11.0,7240 Kennedy Road,Chinese,45.0,Markham
3850,Bluenose Fish & Chips,CASUAL DINING,3.4,23.0,6605 Highway 7,British,45.0,Markham
3851,Pho 99,CASUAL DINING,3.8,33.0,8525 McCowan Road,Asian,25.0,Markham
3852,Golden Duke Chinese Cuisine,CASUAL DINING,3.5,21.0,5284 Highway 7 East,Chinese,30.0,Markham
3853,Shangri-La,CASUAL DINING,3.4,23.0,50 Esna Park Drive,Chinese,30.0,Markham
3854,Golden Horse,CASUAL DINING,3.4,19.0,4580 Highway 7 East,Chinese,35.0,Markham
3855,Boston Pizza,CASUAL DINING,3.2,28.0,7020 Warden Avenue,American,40.0,Markham
3856,Green Tea Lounge,CASUAL DINING,2.9,9.0,3160 Steeles Avenue East,Japanese,30.0,Markham
3857,Dum Pukht,CASUAL DINING,3.0,14.0,323 Denison Street,Indian,80.0,Markham
3858,Century Palace Chinese Restaurant,CASUAL DINING,2.7,23.0,398 Ferrier Street,Chinese,30.0,Markham
3859,Korean BBQ,QUICK BITES,3.9,28.0,3255 Highway 7 East,Korean,20.0,Markham
3860,ZenQ,QUICK BITES,2.9,10.0,8333 Kennedy Road,Bubble Cafe,25.0,Markham
3861,Noodle Star,CASUAL DINING,3.3,25.0,9255 Woodbine Avenue,Chinese,30.0,Markham
3862,Serissa Cafe,CAFÉ,2.7,32.0,3601 Hwy 7,Cafe,20.0,Markham
3863,Hai Tang Cafe,CASUAL DINING,3.6,14.0,38 Buttonfield Road,Chinese,25.0,Markham
3864,Uncle Joe's Family Restaurant,CASUAL DINING,3.5,19.0,124 Main Street North,American,60.0,Markham
3865,Maharaja Vegetarian Street Food,CASUAL DINING,3.6,11.0,"6001 14th Avenue, Markham",Indian,30.0,Markham
3866,Keung's Restaurant,CASUAL DINING,3.3,23.0,8380 Kennedy Road,Chinese,35.0,Markham
3867,Grand Lake Chinese Cuisine & Banquet,CASUAL DINING,3.6,29.0,8362 Kennedy Road,Chinese,60.0,Markham
3868,Five Guys,CASUAL DINING,3.5,20.0,3987 Highway 7 East,Fast Food,25.0,Markham
3869,Daisukis Sushi,CASUAL DINING,3.0,26.0,9275 Markham Road,Japanese,35.0,Markham
3870,Cool N2 Ice Cream,DESSERT PARLOR,3.0,7.0,28 South Unionville Avenue,Desserts,10.0,Markham
3871,J-Town By The Sea,CASUAL DINING,3.5,4.0,3160 Steeles Avenue East,Japanese,50.0,Markham
3872,Initium,CAFÉ,3.2,7.0,8241 Woodbine Avenue,Cafe,,Markham
3873,Ki Ko Cafe,CASUAL DINING,3.0,17.0,3000 Highway 7 East,Chinese,25.0,Markham
3874,Legend Pot,CASUAL DINING,3.1,6.0,7030 Warden Avenue,Chinese,70.0,Markham
3875,Shopsy's,CASUAL DINING,3.2,29.0,7240 Woodbine Avenue,Bar Food,65.0,Markham
3876,Tiny Tom Donuts,CAFÉ,3.9,13.0,7323 Woodbine Avenue,Cafe,20.0,Markham
3877,Lucullus Bakery,BAKERY,3.6,17.0,7750 Kennedy Road,Bakery,15.0,Markham
3878,Golden China,CASUAL DINING,3.8,16.0,"6001, 14th Avenue, Markham",Chinese,30.0,Markham
3879,NextDoor Restaurant,CASUAL DINING,3.5,11.0,139 Main St Unionville,American,45.0,Markham
3880,Chloe's Garden,CASUAL DINING,2.9,15.0,3621 Highway 7,Chinese,50.0,Markham
3881,Mabu Generation,CASUAL DINING,3.1,7.0,3235 Highway 7 E,Chinese,30.0,Markham
3882,Eastern Restaurant,CASUAL DINING,3.5,12.0,1 Stone Mason Drive,Chinese,30.0,Markham
3883,Sonoya Ramen,CASUAL DINING,2.8,14.0,3235 Highway 7 East,Japanese,40.0,Markham
3884,Uncle Tetsu's Unionville,BAKERY,3.2,11.0,158 Main St Unionville,Bakery,15.0,Markham
3885,Kim Po,CASUAL DINING,3.8,21.0,7354 Woodbine Avenue,Vietnamese,25.0,Markham
3886,Kitchen M,CASUAL DINING,2.9,7.0,8515 McCowan Road,Chinese,25.0,Markham
3887,Sakura,QUICK BITES,3.1,14.0,7010 Warden Avenue,Japanese,25.0,Markham
3888,Chatime,BEVERAGE SHOP,3.6,22.0,20 Gibson Dive,Bubble Cafe,15.0,Markham
3889,Top Choice Restaurant,CASUAL DINING,3.7,8.0,8362 Kennedy Road,Chinese,35.0,Markham
3890,Elegant Chinese Cuisine,CASUAL DINING,3.2,20.0,5328 Highway 7 East,Chinese,30.0,Markham
3891,Bowl Kee,CASUAL DINING,3.1,21.0,8360 Kennedy Road,Chinese,25.0,Markham
3892,Al Dente,CASUAL DINING,2.7,22.0,39 Main Street,Italian,60.0,Markham
3893,Tasty Shawarma,QUICK BITES,3.1,12.0,7677 Markham Road,Middle Eastern,20.0,Markham
3894,Station,QUICK BITES,3.3,22.0,225 Main Street,Fast Food,30.0,Markham
3895,Sweet Culture,DESSERT PARLOR,3.6,14.0,8392 Kennedy Road,Desserts,25.0,Markham
3896,Chef Chan,CASUAL DINING,3.8,20.0,227 Main Street North,Chinese,40.0,Markham
3897,Tenon Vegetarian Cuisine,CASUAL DINING,3.2,15.0,8362 Kennedy Road,Japanese,30.0,Markham
3898,Pho Quinn,CASUAL DINING,2.7,13.0,5284 Highway 7,Vietnamese,30.0,Markham
3899,The Red Sichuan,CASUAL DINING,3.2,10.0,5328 Highway 7 East,Chinese,40.0,Markham
3900,Tung Tung Dan Quen King,QUICK BITES,3.8,18.0,4350 Steeles Avenue East,Desserts,10.0,Markham
3901,King Edward's Arms,BAR,3.4,6.0,8505 Warden Avenue,Bar Food,50.0,Markham
3902,Novita Italian Cuisine,CASUAL DINING,3.0,12.0,25 Cochrane Drive,Italian,40.0,Markham
3903,Fish Ball Place,QUICK BITES,3.3,7.0,4300 Steeles Avenue East,Chinese,10.0,Markham
3904,Tai Ping Hsiang BBQ,QUICK BITES,3.5,11.0,3636 Steeles Avenue East,Chinese,25.0,Markham
3905,Booster's Billiard Lounge & Grill,BAR,2.8,8.0,590 Alden Road,Chinese,55.0,Markham
3906,Metro Square Cafe Restaurant,CASUAL DINING,3.6,11.0,3636 Steeles Avenue East,Chinese,30.0,Markham
3907,Sasaki Fine Pastry,CAFÉ,,,3160 Steeles Avenue E,Cafe,15.0,Markham
3908,Millie Cafe,CAFÉ,3.0,6.0,8321 Kennedy Road,Cafe,15.0,Markham
3909,Lychee Bay Cuisine,CASUAL DINING,3.7,9.0,4771 Steeles Avenue East,Chinese,35.0,Markham
3910,Love Gelato,DESSERT PARLOR,3.7,7.0,75 Main Street,Desserts,20.0,Markham
3911,Yan Woo Soya Bean,QUICK BITES,3.5,7.0,4390 Steeles Avenue East,Chinese,10.0,Markham
3912,Pitalicious,QUICK BITES,3.8,16.0,7605 Woodbine Avenue,Mediterranean,25.0,Markham
3913,Porta Via,QUICK BITES,3.5,11.0,8372 Woodbine Avenue,Healthy Food,20.0,Markham
3914,Tora Sushi,QUICK BITES,3.5,7.0,3160 Steeles Avenue East,Japanese,25.0,Markham
3915,Ho Garden,CASUAL DINING,2.8,9.0,9255 Woodbine Avenue,Chinese,30.0,Markham
3916,Win's Seafood Restaurant,CASUAL DINING,3.3,10.0,50 Lockridge Avenue,Chinese,50.0,Markham
3917,Tokyo Sushi,CASUAL DINING,3.4,16.0,8366 Woodbine Avenue,Japanese,40.0,Markham
3918,Aroma Espresso Bar,CAFÉ,3.3,6.0,179 Enterprise Boulevard,Cafe,25.0,Markham
3919,Hakka Wok,CASUAL DINING,3.0,11.0,9418 Markham Road,Thai,40.0,Markham
3920,Colonel Mustard's,BAR,2.9,11.0,6545 Highway 7 East,Bar Food,45.0,Markham
3921,Tao Canteen,CASUAL DINING,3.1,6.0,1250 Castlemore Avenue,Chinese,35.0,Markham
3922,Judy's,QUICK BITES,2.8,20.0,1 Stone Mason Drive,Fast Food,30.0,Markham
3923,Kara Mia,CASUAL DINING,3.2,7.0,7690 Markham Road,Italian,,Markham
3924,Good Taste Casserole Rice,CASUAL DINING,3.4,8.0,8362 Kennedy Road,Chinese,25.0,Markham
3925,Swiss Chalet Rotisserie & Grill,CASUAL DINING,3.2,11.0,7359 Woodbine Avenue,American,40.0,Markham
3926,Montana's,CASUAL DINING,3.5,16.0,2890 Major Mackenzie Drive East,American,50.0,Markham
3927,Lucky Noodle,QUICK BITES,2.8,4.0,1661 Denison Street,Chinese,20.0,Markham
3928,Chin Yuan Pai Ku Fastfood,QUICK BITES,3.6,8.0,3636 Steeles Avenue East,Chinese,20.0,Markham
3929,Yummy Pho,CASUAL DINING,3.2,14.0,11 Fairburn Drive,Vietnamese,30.0,Markham
3930,Mr. Jerk & Mr. Chin,QUICK BITES,3.8,13.0,4431 Highway 7,Caribbean,30.0,Markham
3931,Sushi Sushi,CASUAL DINING,3.4,12.0,9830 Markham Road,Japanese,40.0,Markham
3932,Chauhan's India Grill House & Banquet,CASUAL DINING,3.4,8.0,"2800 14th Avenue, Markham",Indian,40.0,Markham
3933,St. Louis Bar & Grill,CASUAL DINING,3.2,14.0,3621 Hwy 7 E Unit 110,Bar Food,40.0,Markham
3934,Halibut House,CASUAL DINING,3.5,11.0,3 Wooten Way,British,35.0,Markham
3935,Bellagio Lounge & Bar,Other,3.3,4.0,8360 Kennedy Road,Bar Food,70.0,Markham
3936,Double Lucky,CASUAL DINING,3.0,10.0,5051 Highway 7 East,Chinese,75.0,Markham
3937,Malay Thai,QUICK BITES,3.3,6.0,3255 Highway 7 East,Thai,20.0,Markham
3938,Pho Metro,CASUAL DINING,,,50 Bur Oak Avenue,Vietnamese,30.0,Markham
3939,Southside Restaurant & Bar,CASUAL DINING,3.8,12.0,6061 Highway 7,American,43.0,Markham
3940,Los Chicos Brasa,CASUAL DINING,2.9,4.0,5308 Highway 7 E,Latin American,25.0,Markham
3941,Lee's Kitchen,CASUAL DINING,3.9,13.0,5694 Highway 7,Chinese,30.0,Markham
3942,Flaming Kitchen,CASUAL DINING,,,3235 Highway 7,Asian,20.0,Markham
3943,Coffee Dak Lak - Vietnamese coffee in Canada,CAFÉ,,,8339 Kennedy Road,Cafe,,Markham
3944,Pho Ling's,QUICK BITES,3.9,12.0,3255 Highway 7 East,Vietnamese,20.0,Markham
3945,Red Rose Garden,CASUAL DINING,3.1,14.0,5460 Highway 7,Chinese,30.0,Markham
3946,QJD Peking Duck Restaurant,CASUAL DINING,3.2,5.0,7095 Woodbine Avenue,Chinese,30.0,Markham
3947,Whole Foods Market,QUICK BITES,,,3997 Highway 7,Healthy Food,20.0,Markham
3948,Magic Fusion Cuisine,QUICK BITES,3.0,5.0,3255 Highway 7 East,Chinese,20.0,Markham
3949,Cucina Locale,CASUAL DINING,3.6,10.0,4471 Highway 7,Fast Food,50.0,Markham
3950,Stars Of Thai Cuisine,CASUAL DINING,2.9,12.0,3150 Highway 7 East,Thai,35.0,Markham
3951,Negril Jerk Food,QUICK BITES,3.7,9.0,2002 Middlefield Road,Caribbean,20.0,Markham
3952,Wiang Kuk Thai Food,QUICK BITES,3.7,9.0,3255 Highway 7 East,Thai,20.0,Markham
3953,Pine Tree Garden,CASUAL DINING,2.8,10.0,10 Bur Oak Avenue,Chinese,35.0,Markham
3954,Hakka King,CASUAL DINING,2.9,10.0,7595 Markham Road,Indian,30.0,Markham
3955,The King's Kitchen,CASUAL DINING,3.8,12.0,9275 Markham Road,Chinese,40.0,Markham
3956,Oriental Gourmet,CASUAL DINING,3.6,8.0,5328 Highway 7 East,Chinese,30.0,Markham
3957,Andy's Fish & Chips,CASUAL DINING,3.3,7.0,3341 Markham Road,British,35.0,Markham
3958,Backyard Garden Restaurant,CASUAL DINING,3.6,10.0,3636 Steeles Avenue East,Chinese,25.0,Markham
3959,Wild Wing,CASUAL DINING,3.6,15.0,70 Copper Creek Drive,Bar Food,50.0,Markham
3960,Southern Aroma,CASUAL DINING,,,7200 Markham Road,Sri Lankan,40.0,Markham
3961,Chef Wong's,CASUAL DINING,3.8,6.0,3235 Highway 7 East,Chinese,35.0,Markham
3962,India Sweets,DESSERT PARLOR,3.8,11.0,280 Elson Street,Desserts,20.0,Markham
3963,Colourful Yunnan,CASUAL DINING,,,8362 Kennedy Road,Chinese,30.0,Markham
3964,Mayfair Clubs Parkway Bistro,CASUAL DINING,,,50 Steelcase Road East,American,40.0,Markham
3965,Yan Can Cook,QUICK BITES,3.3,8.0,3255 Highway 7 E,Chinese,20.0,Markham
3966,Wonton Time,CASUAL DINING,3.5,8.0,4392 Steels Avenue East,Chinese,20.0,Markham
3967,Potato Noodle Soup of Bai,QUICK BITES,3.1,5.0,4300 Steeles Avenue East,Chinese,15.0,Markham
3968,B&B Cafe,CASUAL DINING,2.9,4.0,50 Bur Oak Avenue,Chinese,25.0,Markham
3969,Golden Shanghai Restaurant,CASUAL DINING,2.8,6.0,7750 Kennedy Road,Chinese,25.0,Markham
3970,Eggsmart,CASUAL DINING,3.3,11.0,"5990 16th Avenue, Markham",Diner,30.0,Markham
3971,Fahim Kebab House,CASUAL DINING,3.8,9.0,2002 Middlefield Road,Middle Eastern,35.0,Markham
3972,The Duchess,CASUAL DINING,3.7,8.0,53 Main Street,American,60.0,Markham
3973,Wei's Kitchen,CASUAL DINING,3.7,8.0,3229 Highway 7 East,Chinese,35.0,Markham
3974,New Fountain,QUICK BITES,3.7,9.0,3636 Steeles Avenue East,Chinese,25.0,Markham
3975,Green Grove,BEVERAGE SHOP,3.5,10.0,4350 Steeles Avenue East,Bubble Cafe,20.0,Markham
3976,Utopia Dream Cafe,CAFÉ,3.2,6.0,7170 Warden Avenue,Cafe,30.0,Markham
3977,Woodstone Eatery,CASUAL DINING,,,10 Apple Creek Boulevard,American,25.0,Markham
3978,CHEE Organic Bakery caffe,BAKERY,,,"147A Main St, Unionville",Bakery,25.0,Markham
3979,T-Swirl Crepe,CASUAL DINING,,,28 South Unionville Avenue,Japanese,25.0,Markham
3980,ZenQ Woodbine,DESSERT PARLOR,,,7240 Woodbine Avenue,Chinese,15.0,Markham
3981,Kyouka Ramen,CASUAL DINING,2.8,4.0,8384 Woodbine Avenue,Japanese,25.0,Markham
3982,Marca Trattoria,CASUAL DINING,3.5,7.0,96 Main Street North,American,80.0,Markham
3983,39 Spices,CASUAL DINING,3.2,8.0,39 Main Street N,Indian,25.0,Markham
3984,Lobster King,CASUAL DINING,,,4911 Steeles Avenue East,Seafood,40.0,Markham
3985,Tasty House,BEVERAGE SHOP,,,3255 Highway 7 East,Bubble Cafe,20.0,Markham
3986,Essence of Unionville - Hilton Toronto/Markham Suites,CASUAL DINING,3.6,6.0,8500 Warden Avenue,BBQ,80.0,Markham
3987,Glorious Chinese Cuisine,CASUAL DINING,,,1661 Denison Street,Chinese,40.0,Markham
3988,Prairie Lamb Kebab,QUICK BITES,3.2,8.0,4300 Steeles Avenue East,Chinese,15.0,Markham
3989,Chick-in,QUICK BITES,,,8333 Kennedy Road,Chinese,25.0,Markham
3990,Main Street Greek,CASUAL DINING,,,60 Main Street North,Mediterranean,25.0,Markham
3991,Simply Delicious,CASUAL DINING,3.2,4.0,7850 Woodbine Avenue,Indian,35.0,Markham
3992,Patisserie Gateau,BAKERY,3.5,5.0,3229 Highway 7,Bakery,10.0,Markham
3993,Hakka Legend,CASUAL DINING,3.6,6.0,7393 Markham Road,Indian,35.0,Markham
3994,Olde Village Bistro,CASUAL DINING,3.2,5.0,4430 Highway 7,Breakfast,50.0,Markham
3995,ShareTea,BEVERAGE SHOP,2.8,5.0,3235 Highway 7 East,Bubble Cafe,15.0,Markham
3996,Flavors of Unionville,DESSERT PARLOR,,,155 Main Street Unionville Markham,Desserts,15.0,Markham
3997,Alchemy Coffee,CAFÉ,,,4361 Highway 7,Cafe,,Markham
3998,Green Tea Restaurant,CASUAL DINING,,,3235 Hwy 7,Chinese,30.0,Markham
3999,Grotto Noodle House,CASUAL DINING,,,398 Ferrier Street,Chinese,25.0,Markham
4000,Krispy's Kajun Chicken,QUICK BITES,,,4997 Highway 7,Fast Food,20.0,Markham
4001,Wendy's,FAST FOOD,3.4,8.0,8801 Woodbine Avenue,Fast Food,20.0,Markham
4002,George's Tastee Bakery & Restaurant,QUICK BITES,,,600 Denison Street,Fast Food,25.0,Markham
4003,McDonald's,QUICK BITES,3.2,11.0,3760 Highway 7,Fast Food,25.0,Markham
4004,Hua Xing BBQ,QUICK BITES,,,8360 Kennedy Road,Chinese,20.0,Markham
4005,La Spicy House,QUICK BITES,,,3255 Highway 7 East,Chinese,20.0,Markham
4006,The Mill Bar and Grill,CASUAL DINING,2.8,4.0,139 Main Street Unionville,Bar Food,70.0,Markham
4007,Pinoy Waffles,QUICK BITES,,,4300 Steeles Avenue East,Filipino,,Markham
4008,"Major Mackenzie Drive East, Markham",Other,,,CUISINES:,Chinese,25.0,Markham
4009,Ten Ren's Tea,BEVERAGE SHOP,3.5,6.0,4300 Steeles Avenue East,Bubble Cafe,15.0,Markham
4010,Ming's Restaurant,CASUAL DINING,3.1,6.0,8390 Kennedy Road,Chinese,40.0,Markham
4011,Pizzaville,QUICK BITES,3.5,7.0,9418 Markham Road Unit B6,Fast Food,25.0,Markham
4012,Oriental Rice Noodle House,CASUAL DINING,3.3,4.0,7060 Warden Avenue c1,Chinese,25.0,Markham
4013,Happy Time,CASUAL DINING,,,146 Old Kennedy Road,Chinese,30.0,Markham
4014,Luscious 5 Kitchen + Bar,CASUAL DINING,,,7500 Woodbine Ave,Asian,35.0,Markham
4015,Bubble Tease,BEVERAGE SHOP,3.2,11.0,4300 Steeles Avenue East,Bubble Cafe,15.0,Markham
4016,Nine Cube Chinese Hot Pot,CASUAL DINING,,,3229 Highway 7 East,Chinese,45.0,Markham
4017,Tutto Panini & Pasta,QUICK BITES,3.2,6.0,218 Markham,Italian,25.0,Markham
4018,Tangra Villa,QUICK BITES,,,411 Manhattan Drive,Chinese,35.0,Markham
4019,Gasa Restaurant,QUICK BITES,,,50 New Delhi Drive,Indian,20.0,Markham
4020,Maydoh Restaurant,CASUAL DINING,3.4,5.0,1661 Denison Street,Chinese,25.0,Markham
4021,Japanese Express,QUICK BITES,2.7,6.0,4300 Steeles Avenue East,Japanese,25.0,Markham
4022,Honey Bear,BEVERAGE SHOP,3.4,4.0,4300 Steeles Avenue East,Beverages,20.0,Markham
4023,Big Bowl Hand-Pulled Noodle,CASUAL DINING,,,8362 Kennedy Road,Chinese,30.0,Markham
4024,Loha's Cafe,CASUAL DINING,,,3235 Highway 7 East,Chinese,25.0,Markham
4025,Gui Hua Tang,CASUAL DINING,3.2,5.0,4350 Steeles Avenue East,Desserts,20.0,Markham
4026,Real Fruit Bubble Tea,BEVERAGE SHOP,3.1,5.0,3255 Highway 7 East,Bubble Cafe,15.0,Markham
4027,Shanghai Court,QUICK BITES,,,8362 Kennedy Road,Chinese,20.0,Markham
4028,Platform Espresso Bar,CAFÉ,,,4450 Highway 7,Coffee and Cafe,15.0,Markham
4029,La Prep,QUICK BITES,,,675 Cochrane Drive,Cafe,25.0,Markham
4030,Lohas Cafe,CAFÉ,3.0,4.0,28 South Unionville Avenue,Cafe,15.0,Markham
4031,Second Cup,CAFÉ,,,3985 Highway 7,Cafe,10.0,Markham
4032,Wonton Chai,CASUAL DINING,,,28 South Unionville Avenue,Asian,,Markham
4033,HeyNoodles,FAST CASUAL,,,5460 Hwy 7 E,Chinese,30.0,Markham
4034,Pizza Hut,CASUAL DINING,3.4,10.0,5071 Highway 7,Fast Food,25.0,Markham
4035,Sweet House Dessert 金玉滿糖,CAFÉ,,,7750 Birchmount Road,Cafe,13.0,Markham
4036,Big Sizzler,QUICK BITES,,,"3115 14th Avenue, Markham",American,20.0,Markham
4037,Fruitti Mix,BEVERAGE SHOP,,,3255 Highway 7 East,Beverages,20.0,Markham
4038,Pho King,CASUAL DINING,,,3636 Steeles Avenue East,Vietnamese,30.0,Markham
4039,Pizza Nova,QUICK BITES,3.5,7.0,6050 Highway 7,Fast Food,30.0,Markham
4040,Chix & Stix Bar Restaurant,CASUAL DINING,,,7850 Woodbine Avenue,Korean,,Markham
4041,Baskin Robbins,DESSERT PARLOR,3.5,4.0,9255 Woodbine Avenue,Desserts,15.0,Markham
4042,Starbucks,CAFÉ,,,3175 Highway 7,Cafe,20.0,Markham
4043,Miss Congee,CASUAL DINING,2.7,4.0,4721 Highway 7 East,Chinese,30.0,Markham
4044,Ai Sushi,CASUAL DINING,,,"220-5990 16th Avenue, Markham",Japanese,25.0,Markham
4045,Wow Sushi,CASUAL DINING,,,15 Karachi Drive,Japanese,25.0,Markham
4046,Ritzy Palace Chinese Cuisine,CASUAL DINING,,,7301 Woodbine Ave,Chinese,,Markham
4047,Bourbon St. Grill,QUICK BITES,3.1,5.0,5000 Highway 7,American,20.0,Markham
4048,Kalok Express,QUICK BITES,,,3255 Highway 7 East,Chinese,25.0,Markham
4049,Wow! Wing House,CASUAL DINING,3.2,4.0,50 New Delhi Drive,American,45.0,Markham
4050,Jimmy The Greek,QUICK BITES,3.5,6.0,5000 Highway 7,Mediterranean,25.0,Markham
4051,Dairy Queen,DESSERT PARLOR,3.0,7.0,6030 Highway 7,Desserts,20.0,Markham
4052,Thai Express,QUICK BITES,3.4,8.0,5000 Highway 7,Thai,25.0,Markham
4053,Asia's Delight,QUICK BITES,,,4300 Steeles Avenue East,Chinese,25.0,Markham
4054,Copper Branch,CAFÉ,,,180 Enterprise Boulevard,Healthy Food,15.0,Markham
4055,Pho Mi 88,CASUAL DINING,,,28 South Unionville Avenue,Asian,,Markham
4056,CoCo Fresh Tea & Juice,Other,,,3636 Steeles Avenue E,Beverages,10.0,Markham
4057,Pizza Pizza,QUICK BITES,3.1,6.0,8601 Warden Avenue,Fast Food,25.0,Markham
4058,Chef Lin Restaurant,QUICK BITES,,,8 Washington Street,Malaysian,25.0,Markham
4059,Major Milliken Pub House & Eatery,CASUAL DINING,2.7,5.0,7710 Kennedy Road,British,45.0,Markham
4060,Famous Pizza & Pasta,CASUAL DINING,3.5,6.0,"6899 14th Avenue, Markham",Fast Food,,Markham
4061,Les Chateaux Bakery,BAKERY,3.2,4.0,8362 Kennedy Road,Bakery,20.0,Markham
4062,Greek Stop,QUICK BITES,3.5,5.0,9408 Markham Road,Mediterranean,25.0,Markham
4063,Potato Noodle Soup Of Bai,FAST CASUAL,,,8333 Kennedy Road,Chinese,10.0,Markham
4064,Ganesh Take Out,QUICK BITES,,,411 Manhattan Drive,South Indian,25.0,Markham
4065,Vince Seafood Restaurant,CASUAL DINING,,,1661 Denison Street,Chinese,50.0,Markham
4066,Noble Seafood,CASUAL DINING,,,7220 Kennedy Road,Asian,25.0,Markham
4067,Extra BBQ House,FAST CASUAL,,,3255 Hwy 7,BBQ,,Markham
4068,Ka Hing Kitchen,QUICK BITES,3.4,5.0,4300 Steeles Avenue East,Chinese,15.0,Markham
4069,Subway,QUICK BITES,,,7706 Kennedy Road,Fast Food,20.0,Markham
4070,I Darts Toronto,BAR,,,7850 Woodbine Avenue,Bar Food,,Markham
4071,Sunset Grill,CASUAL DINING,,,8630 Woodbine Ave Unit A1,Diner,30.0,Markham
4072,Shawarma Stop,CASUAL DINING,,,3150 Highway 7 East,Middle Eastern,,Markham
4073,Warraich Meats,QUICK BITES,,,9408 Markham Road,Indian,35.0,Markham
4074,Reginos Pizza,Other,3.1,5.0,10 Fincham Avenue,Fast Food,25.0,Markham
4075,Ziz Greek Kitchen,QUICK BITES,,,7780 Woodbine Avenue,Mediterranean,30.0,Markham
4076,The Taste Of Home,CASUAL DINING,,,3636 Steeles Avenue East,Chinese,35.0,Markham
4077,Milestones,CASUAL DINING,,,169 Unit L109,American,25.0,Markham
4078,Menaggio Ristorante,CASUAL DINING,2.9,5.0,7255 Warden Avenue,Italian,50.0,Markham
4079,Harvey's,QUICK BITES,2.8,4.0,725 Markland Street,Fast Food,25.0,Markham
4080,Leaf de Tea,BEVERAGE SHOP,,,3255 Highway 7 East,Bubble Cafe,20.0,Markham
4081,Good Taste Garden,QUICK BITES,,,4300 Steeles Avenue East,Chinese,20.0,Markham
4082,Tropicana Caribbean Cuisine,QUICK BITES,,,5694 Highway 7 East,Caribbean,20.0,Markham
4083,Canton Kitchen,QUICK BITES,,,8362 Kennedy Road,Chinese,20.0,Markham
4084,Hangover Sports Bar,CASUAL DINING,,,7354 Woodbine Avenue,Bar Food,50.0,Markham
4085,Shark's Fin City,QUICK BITES,,,4300 Steeles Avenue East,Chinese,30.0,Markham
4086,Langham Delight,CASUAL DINING,,,28 South Unionville Avenue,Chinese,30.0,Markham
4087,Pizza 786,QUICK BITES,3.3,5.0,2352 Middlefield Road,Fast Food,20.0,Markham
4088,The Alley,BEVERAGE SHOP,,,142 Main Street,Bubble Cafe,15.0,Markham
4089,Go For Tea,CAFÉ,3.0,6.0,179 Enterprise Boulevard,Cafe,,Markham
4090,Burrito Zone,QUICK BITES,,,5261 Highway 7,Mexican,25.0,Markham
4091,Shanghai Shikumen Fine Cuisine,CASUAL DINING,,,3225 Highway 7 E,Chinese,45.0,Markham
4092,Calabria Bakery,QUICK BITES,,,5694 Highway 7,Bakery,20.0,Markham
4093,Domino's,QUICK BITES,3.6,4.0,4450 Highway 7 East,Fast Food,25.0,Markham
4094,Terre Rouge,CASUAL DINING,,,162 Enterprise Boulevard,French,40.0,Markham
4095,Soca Palace Restaurant & Bar,QUICK BITES,2.8,5.0,2 Fenton Road,Caribbean,20.0,Markham
4096,Chunky Chicken,QUICK BITES,,,2 Toronto,Fast Food,20.0,Markham
4097,Booster On Main,CASUAL DINING,,,175 Main Street Unionville,Asian,30.0,Markham
4098,Mr. Sub,QUICK BITES,3.8,4.0,7710 Woodbine Avenue,Fast Food,25.0,Markham
4099,Encore Karaoke & Lounge,BAR,,,8601 Warden Avenue,Bar Food,80.0,Markham
4100,Chipotle Mexican Grill,QUICK BITES,,,8610 Woodbine Avenue Building B,Mexican,20.0,Markham
4101,Korean Food Express,QUICK BITES,,,3255 Highway 7 East,Korean,20.0,Markham
4102,Paramount Middle Eastern Kitchen,CASUAL DINING,,,7720 Markham Rd #1,Lebanese,35.0,Markham
4103,Fruit Jungle,BEVERAGE SHOP,,,3255 Highway 7 East,Bubble Cafe,15.0,Markham
4104,Sugar Marmalade,DESSERT PARLOR,,,3255 Highway 7 #19,Desserts,25.0,Markham
4105,Tim Hortons,CAFÉ,3.6,5.0,9251 Woodbine Avenue,American,20.0,Markham
4106,Mom’s Kitchen,CASUAL DINING,,,28 S Unionville Avenue,Korean,,Markham
4107,Hero Certified Burgers,QUICK BITES,,,5261 Highway 7,American,25.0,Markham
4108,Cinnabon,DESSERT PARLOR,,,5000 Highway 7,Desserts,15.0,Markham
4109,A & W,QUICK BITES,2.9,4.0,5000 Highway 7,American,25.0,Markham
4110,Chef's Table,CASUAL DINING,,,4372 Steeles Avenue East,Chinese,60.0,Markham
4111,Station Asia,CASUAL DINING,,,4390 Steeles Avenue East,Chinese,20.0,Markham
4112,Wah Lam Food Expert,QUICK BITES,,,3255 Highway 7 East,Chinese,20.0,Markham
4113,Angus Pho House,CASUAL DINING,,,3299 York Regional Road 7,Vietnamese,25.0,Markham
4114,Presotea,BEVERAGE SHOP,,,4300 Steeles Avenue East,Bubble Cafe,15.0,Markham
4115,Villa Madina,QUICK BITES,,,5000 Highway 7,Mediterranean,25.0,Markham
4116,Mango Tree Thai,CASUAL DINING,,,7850 Woodbine Ave Unit #228,Thai,70.0,Markham
4117,Quiznos,QUICK BITES,3.6,4.0,4981 Highway 7,Fast Food,25.0,Markham
4118,Brown Donkatsu and Ramen,CASUAL DINING,,,3235 Hwy 7 #22,Japanese,40.0,Markham
4119,Jamie Express,QUICK BITES,,,4350 Steeles Avenue East,Chinese,15.0,Markham
