Name,EstablishmentType,Rating,NumReviews,Address,Cuisine,CostForTwo,City
Angus Pho House,CASUAL DINING,3.3,25.0,"5443 Yonge Street, North York M2N 5S1","Vietnamese, Asian",30.0,North York
Paradise Fine Chinese Dining,CASUAL DINING,3.8,44.0,"Finch & Leslie Square, 5505 Leslie Street, North York M2H 3N6","Dim Sum, Cantonese, Chinese, Asian",50.0,North York
Jatujak,CASUAL DINING,3.6,27.0,"1744 Victoria Park Avenue, North York M1R 1R4",Thai,40.0,North York
Seoul House,CASUAL DINING,3.7,51.0,"3220 Dufferin Street, North York M6A 2T2","Chinese, Japanese, Korean, Asian",30.0,North York
Peking Man Restaurant,CASUAL DINING,3.4,41.0,"1108 Sheppard Avenue East, North York M2K 2V9","Chinese, Asian",30.0,North York
Hakka No. 1,CASUAL DINING,3.8,48.0,"2440 Finch Avenue West, North York","Hakka Chinese, Asian, Bubble Tea",40.0,North York
Kaga By Ginza,CASUAL DINING,3.7,37.0,"652 Finch Avenue East, North York M2K 2E6","Japanese, Asian",30.0,North York
Drums N Flats,BAR,3.7,51.0,"1980 Avenue Road, North York M5M 4A4","Bar Food, American",60.0,North York
Maxim's Cafe Patisserie,CAFÉ,3.3,52.0,"676 Finch Avenue East, North York M2K 2E6","Cafe, Desserts",35.0,North York
Sorento,CASUAL DINING,4.1,51.0,"900 Don Mills Road, North York M3C 1V6","Mediterranean, Italian",55.0,North York
Sweet O'clock,DESSERT PARLOR,3.2,19.0,"5461 Yonge Street, North York M2N 5S1","Taiwanese, Desserts, Bubble Tea, Asian",15.0,North York
Yuki Japanese,CASUAL DINING,4.5,50.0,"3259 Dufferin Street, North York M6A 2T4","Japanese, Korean",50.0,North York
Sunshine Spot,CASUAL DINING,3.6,42.0,"796 Sheppard Avenue E, North York M4T 1M9","Diner, Canadian",30.0,North York
La Mexicana,CASUAL DINING,4.0,41.0,"3337 Bathurst Street, North York M6A 2B7","Mexican, Latin American",65.0,North York
Boston Pizza,CASUAL DINING,2.9,48.0,"Sheppard Centre, Main Floor, 4841 Yonge Street, North York","American, Pizza",40.0,North York
Gryfe's Bagel Bakery,BAKERY,3.9,40.0,"3421 Bathurst Street, North York M6A 2C1",Bakery,15.0,North York
Bistro on Avenue,CASUAL DINING,3.8,51.0,"1988 Avenue Road, North York M5M 3Y4","Bar Food, American",30.0,North York
Island Foods,QUICK BITES,3.9,57.0,"1310 Don Mills Road, North York M3B 2W6",West Indian,25.0,North York
Rosemary & Thyme,CASUAL DINING,3.9,35.0,"2798 Victoria Park Avenue, North York M1W 1C2",American,30.0,North York
Wimpy's Diner,CASUAL DINING,3.9,49.0,"590 Sheppard Avenue W, North York M3H 2S1",Diner,30.0,North York
Beiruti Grand Cafe,CAFÉ,3.5,11.0,"155 Consumers Road, Unit 101, North York M2J 0A3","Cafe, Mediterranean",25.0,North York
Lee Nam Jang,CASUAL DINING,3.4,34.0,"4846 Yonge Street, North York M2N 6B1","Korean, Asian",30.0,North York
Dakgogi,BAR,3.5,20.0,"5310 Yonge Street, North York M2M 5P9","Bar Food, Korean, Asian",30.0,North York
Kaiseki Yu-Zen Hashimoto,FINE DINING,3.7,13.0,"6 Garamond County, North York, ON M3C 1Z5","Sushi, Japanese, Asian",600.0,North York
Satay On The Road,CASUAL DINING,4.0,42.0,"2003 Avenue Road, North York M5M 4A5","Thai, Malaysian, Asian",45.0,North York
Congee Delight,CASUAL DINING,3.2,28.0,"Skymark Place Shopping Centre, 3555 Don Mills Road, North York M2H 3N3","Cantonese, Chinese, Asian",35.0,North York
Tasty BBQ Seafood Restaurant,CASUAL DINING,3.4,35.0,"Skymark Place Shopping Centre, 3555 Don Mills Road, North York","Cantonese, Chinese, Asian",30.0,North York
Kiku,CASUAL DINING,3.6,42.0,"808 York Mills Road, North York M3B 1X8","Sushi, Japanese, Asian",40.0,North York
Pho Mi Asia,CASUAL DINING,3.7,53.0,"1008 Wilson Avenue, North York M3K 1G6","Vietnamese, Chinese, Thai, Asian",30.0,North York
Mabu Station,QUICK BITES,2.8,22.0,"5457 Yonge Street, North York M2N 5S1","Taiwanese, Desserts, Ice Cream",30.0,North York
The Keg Steakhouse + Bar – North York,BAR,3.4,6.0,"5015, Yonge Street, Toronto M2N 5P1","Steak, Bar Food",30.0,North York
Times Square Diner,CASUAL DINING,3.6,41.0,"531 Wilson Heights Boulevard, North York M3H 2V7","Diner, Breakfast",30.0,North York
