Name,EstablishmentType,Rating,NumReviews,Address,Cuisine,CostForTwo,City
GRK Bites,DESSERT PARLOR,,,"605 Liverpool Road, Pickering",Ice Cream,15.0,Pickering
1298 Sushi,FAST CASUAL,,,"1298 Kingston Rd, Pickering",Sushi,25.0,Pickering
Bourbon St. Grill,QUICK BITES,,,"Pickering Town Centre, 1355 Kingston Road, Pickering","Cajun, Southern",20.0,Pickering
Sunrise,QUICK BITES,,,"780 Kingston Road, Pickering",Caribbean,25.0,Pickering
McDonald's,QUICK BITES,,,"SmartCentres Pickering, 1899 Brock Road, Pickering",Fast Food,25.0,Pickering
Pretzel Maker,QUICK BITES,,,"Pickering Town Centre, 1355 Kingston Road, Pickering",Fast Food,10.0,Pickering
St. Louis Bar & Grill,CASUAL DINING,,,"1635A Bayly St Unit 2, Pickering, Toronto","Bar Food, Grill",40.0,Pickering
Perkins Restaurant & Bakery,CASUAL DINING,,,1097 Kingston Road,American,30.0,Pickering
Timothy's,CAFÉ,,,"Pickering Town Centre, 1355 Kingston Road, Pickering",Cafe,25.0,Pickering
Vanellis,QUICK BITES,,,"Pickering Town Centre, 1355 Kingston Road, Pickering","Pizza, Fast Food, Italian",25.0,Pickering
Purblendz,BEVERAGE SHOP,,,"Pickering Town Centre, 1355 Kingston Road, Pickering","Juices, Beverages",15.0,Pickering
Papa John's Pizza,FAST CASUAL,,,820 Kingson Road,"Fast Food, Italian",25.0,Pickering
Milanu's Tandoori Grill,CASUAL DINING,,,"705 Kingston Road #2, Pickering, Toronto",North Indian,25.0,Pickering
Harvey's,FAST CASUAL,,,"1635A Bayly Street, Pickering, ON L1W 0B1",Fast Food,25.0,Pickering
State & Main Kitchen & Bar,QUICK BITES,,,"1355 Kingston Rd Unit 510, Pickering, Toronto L1V 1B8","Burger, Sandwich",25.0,Pickering
Sunrise Grill,CASUAL DINING,,,"1550 Kingston Road, Pickering",Grill,30.0,Pickering
Kingsmen Pub and Grill,CASUAL DINING,,,"1550 Kingston Road, Pickering, ON L1V 1C3","Canadian, Grill",80.0,Pickering
Freshly Squeezed,BEVERAGE SHOP,,,"Pickering Town Centre, 1355 Kingston Road, Pickering","Juices, Beverages",15.0,Pickering
Express Submarine & Pizza,QUICK BITES,,,"981 Brock Road South, Pickering","Pizza, Fast Food",25.0,Pickering
Pannizza,QUICK BITES,,,"1105 Kingston Road,Unit 5, Toronto",Pizza,,Pickering
Tim Hortons,CAFÉ,,,1800 Brock Road North,Cafe,15.0,Pickering
