,Name,EstablishmentType,Rating,NumReviews,Address,Cuisine,CostForTwo,District
255,JaBistro,CASUAL DINING,4.6,285.0,222 Richmond Street West,Japanese,100.0,Entertainment District
256,Burrito Boyz,QUICK BITES,4.5,639.0,224 Adelaide Street West,Mexican,25.0,Entertainment District
257,Byblos,CASUAL DINING,4.7,168.0,11 Duncan Street,Mediterranean,90.0,Entertainment District
258,360 Restaurant,FINE DINING,4.1,345.0,301 Front Street West,American,180.0,Entertainment District
259,Sweet Jesus,DESSERT PARLOR,3.8,130.0,106 John Street,Desserts,15.0,Entertainment District
260,Yuzu No Hana,CASUAL DINING,4.5,226.0,236 Adelaide Street West,Japanese,100.0,Entertainment District
261,Little India,CASUAL DINING,4.2,279.0,255 Queen Street West,Indian,40.0,Entertainment District
262,Queen Mother Cafe,CASUAL DINING,4.3,327.0,208 Queen Street West,Asian,50.0,Entertainment District
263,Ravi Soups,QUICK BITES,4.9,238.0,322 Adelaide Street West,Sri Lankan,35.0,Entertainment District
264,RS - Real Sports,CASUAL DINING,3.9,279.0,15 York Street,Bar Food,80.0,Entertainment District
265,Thoroughbred,BAR,4.3,112.0,304 Richmond Street West,,80.0,Entertainment District
266,Luckee by Susur Lee,CASUAL DINING,4.1,112.0,328 Wellington Street West,Chinese,100.0,Entertainment District
267,O&B Canteen,CASUAL DINING,3.9,246.0,330 King Street West,American,60.0,Entertainment District
268,Queen Street Warehouse,CASUAL DINING,3.6,112.0,232 Queen Street West,American,30.0,Entertainment District
269,Korean Grill House,CASUAL DINING,4.2,198.0,214 Queen Street West,BBQ,45.0,Entertainment District
270,Bosk - Shangri-La Hotel,FINE DINING,4.0,75.0,188 University Avenue,Asian,120.0,Entertainment District
271,Alo Restaurant,FINE DINING,4.1,47.0,163 Spadina Avenue,French,100.0,Entertainment District
272,Fusaro's Italian Kitchen,CASUAL DINING,4.3,116.0,147 Spadina Avenue,Italian,50.0,Entertainment District
273,Smoke's Poutinerie,QUICK BITES,3.8,257.0,218 Adelaide Street West,American,25.0,Entertainment District
274,Fresh on Spadina,FAST CASUAL,4.0,211.0,147 Spadina Ave,Healthy Food,40.0,Entertainment District
275,Kit Kat Italian Bar & Grill,CASUAL DINING,4.1,206.0,297 King Street West,Italian,60.0,Entertainment District
276,Luma,FINE DINING,4.1,174.0,350 King Street West,American,,Entertainment District
277,Bar Hop,CASUAL DINING,4.2,137.0,391 King Street West,Bar Food,70.0,Entertainment District
278,Milagro,CASUAL DINING,3.9,178.0,5 Mercer Street,Mexican,60.0,Entertainment District
279,Blowfish,CASUAL DINING,4.1,176.0,668 King Street West,Japanese,100.0,Entertainment District
280,Pizzeria Libretto,CASUAL DINING,4.0,96.0,155 University Avenue,Fast Food,50.0,Entertainment District
281,Copacabana Grilled Brazilian,CASUAL DINING,4.0,124.0,230 Adelaide Street West,Steakhouse,100.0,Entertainment District
282,Momofuku Daishō,CASUAL DINING,3.2,131.0,190 University Avenue,Asian,80.0,Entertainment District
283,Town Crier Pub,BAR,4.4,148.0,115 John Street,Bar Food,65.0,Entertainment District
284,Touhenboku Ramen,CASUAL DINING,3.4,131.0,261 Queen Street West,Japanese,40.0,Entertainment District
285,Momofuku Milk Bar,DESSERT PARLOR,3.5,97.0,190 University Avenue,Desserts,35.0,Entertainment District
286,The Loose Moose,BAR,3.9,161.0,146 Front Street West,Bar Food,80.0,Entertainment District
287,Wayne Gretzky's,CASUAL DINING,2.9,193.0,99 Blue Jays Way,American,70.0,Entertainment District
288,Aroma - Fine Indian Cuisine,CASUAL DINING,3.8,146.0,287 King Street West,Indian,45.0,Entertainment District
289,Fred's Not Here,CASUAL DINING,3.7,155.0,321 King Street West,Steakhouse,100.0,Entertainment District
290,309 Dhaba Indian Excellence,CASUAL DINING,3.9,126.0,309 King Street W,Indian,40.0,Entertainment District
291,Montecito,FINE DINING,3.8,98.0,299 Adelaide Street West,,120.0,Entertainment District
292,Buonanotte,CASUAL DINING,3.6,80.0,19 Mercer Street,Italian,100.0,Entertainment District
293,Fune,CASUAL DINING,4.3,110.0,100 Simcoe Street,Japanese,70.0,Entertainment District
294,La Carnita,CASUAL DINING,3.5,39.0,106 John Street,Mexican,35.0,Entertainment District
295,Michael's On Simcoe,FINE DINING,3.8,82.0,100 Simcoe Street,Steakhouse,100.0,Entertainment District
296,Wahlburgers,CASUAL DINING,3.2,174.0,46 Blue Jays Way,American,35.0,Entertainment District
297,TOCA,FINE DINING,4.2,73.0,181 Wellington Street West,Italian,140.0,Entertainment District
298,Corned Beef House,CASUAL DINING,4.3,99.0,270 Adelaide Street West,Deli,35.0,Entertainment District
299,Azure - InterContinental Toronto Centre Hotel,CASUAL DINING,3.1,68.0,225 Front Street West,American,100.0,Entertainment District
300,Jack Astor's,CASUAL DINING,3.7,128.0,144 Front Street West,Bar Food,55.0,Entertainment District
301,Momofuku Shōtō,FINE DINING,3.3,69.0,190 University Avenue,Japanese,180.0,Entertainment District
302,Tutti Matti,CASUAL DINING,3.8,100.0,364 Adelaide Street West,Italian,100.0,Entertainment District
303,SOCO Kitchen + Bar,CASUAL DINING,3.6,46.0,75 Lower Simcoe Street,European,85.0,Entertainment District
304,259 Host,CASUAL DINING,4.1,85.0,259 Wellington Street W,Indian,50.0,Entertainment District
305,Kanga,QUICK BITES,3.9,70.0,65 Duncan Street,Australian,25.0,Entertainment District
306,The Red Tomato,BAR,3.2,53.0,321 King Street West,Italian,50.0,Entertainment District
307,Elephant & Castle,CASUAL DINING,3.4,98.0,212 King Street West,Bar Food,85.0,Entertainment District
308,The Badali Bar and Cucina,CASUAL DINING,3.7,102.0,156 Front Street West,Italian,65.0,Entertainment District
309,The Shore Club - Toronto,CASUAL DINING,3.9,70.0,155 Wellington Street West,Seafood,100.0,Entertainment District
310,Mi Ne Sushi,CASUAL DINING,3.9,91.0,325 Bremner Boulevard,Japanese,85.0,Entertainment District
311,Cora's Breakfast & Lunch,CASUAL DINING,3.9,112.0,277 Wellington Street West,Diner,35.0,Entertainment District
312,The Beverley - The Beverley Hotel,CASUAL DINING,3.8,42.0,335 Queen Street West,American,100.0,Entertainment District
313,Millie Patisserie & Creamery,DESSERT PARLOR,3.4,19.0,36 Charlotte Street,Desserts,15.0,Entertainment District
314,N'Awlins,CASUAL DINING,3.8,70.0,299 King Street West,American,60.0,Entertainment District
315,The Porch,CASUAL DINING,2.9,30.0,250 Adelaide Street West,Bar Food,50.0,Entertainment District
316,The Fifth Grill & Terrace,FINE DINING,3.8,55.0,225 Richmond Street West,French,150.0,Entertainment District
317,Kama,CASUAL DINING,3.6,101.0,214 King Street W,Indian,50.0,Entertainment District
318,Il Fornello,CASUAL DINING,3.4,89.0,214 King Street West,Italian,65.0,Entertainment District
319,Bloke,Other,4.0,69.0,401 King Street West,American,50.0,Entertainment District
320,The Ballroom,BAR,3.6,68.0,145 John Street,Bar Food,70.0,Entertainment District
321,Lone Star Texas Grill,CASUAL DINING,3.5,94.0,212 King Street West,American,80.0,Entertainment District
322,Victor,CASUAL DINING,3.8,47.0,30 Mercer Street,American,100.0,Entertainment District
323,Hey Lucy,CASUAL DINING,3.9,137.0,295 King Street West,Italian,45.0,Entertainment District
324,King Street Social Kitchen & Bar - Hyatt Regency...,CASUAL DINING,3.6,34.0,370 King Street West,American,80.0,Entertainment District
325,CJ Lunch Box,QUICK BITES,4.0,58.0,409 Richmond Street West,Japanese,15.0,Entertainment District
326,Ginger,QUICK BITES,3.9,76.0,212 Queen Street West,Vietnamese,25.0,Entertainment District
327,Figo,CASUAL DINING,3.2,25.0,295 Adelaide Street West.,Italian,50.0,Entertainment District
328,Penelope,CASUAL DINING,4.0,66.0,225 King Street West,Mediterranean,60.0,Entertainment District
329,Chipotle,FAST CASUAL,3.7,72.0,123 Front Street West,American,30.0,Entertainment District
330,Khao San Road,CASUAL DINING,3.7,31.0,11 Charlotte Street,Thai,30.0,Entertainment District
331,Maki My Way,CASUAL DINING,3.4,30.0,293 King Street West,Japanese,30.0,Entertainment District
332,Pizza Rustica,CASUAL DINING,4.0,153.0,270 Wellington Street West,Fast Food,55.0,Entertainment District
333,Pearl King,CASUAL DINING,3.2,30.0,291 King Street West,Chinese,50.0,Entertainment District
334,Grace O'Malley's,CASUAL DINING,3.0,51.0,14 Duncan Street,Bar Food,50.0,Entertainment District
335,Thai Princess,CASUAL DINING,3.6,68.0,387 King Street West,Thai,40.0,Entertainment District
336,Vertical,CASUAL DINING,3.7,62.0,100 King Street West,Italian,65.0,Entertainment District
337,Moxie's Grill & Bar,CASUAL DINING,4.0,42.0,70 University Avenue,BBQ,65.0,Entertainment District
338,Joe Mamas,CASUAL DINING,3.4,59.0,317 King Street West,American,60.0,Entertainment District
339,Hooters,CASUAL DINING,3.0,66.0,280 Adelaide Street West,American,70.0,Entertainment District
340,Sushi Time,CASUAL DINING,3.3,61.0,325 Queen Street West,Japanese,40.0,Entertainment District
341,Hoops Sports Bar & Grill,BAR,2.2,64.0,125 Bremner Boulevard,Bar Food,65.0,Entertainment District
342,Flock,QUICK BITES,3.4,21.0,330 Adelaide Street West,Healthy Food,25.0,Entertainment District
343,Taverna Mercatto,CASUAL DINING,3.6,30.0,120 Bremner Boulevard,Italian,70.0,Entertainment District
344,Lobby Lounge - Shangri-La Hotel,CASUAL DINING,3.6,25.0,188 University Avenue,Cafe,100.0,Entertainment District
345,The Tavern By Trevor,CASUAL DINING,3.3,32.0,147 Spadina Avenue,Bar Food,60.0,Entertainment District
346,Aroma Espresso Bar,CAFÉ,3.4,42.0,430 King Street West,Cafe,25.0,Entertainment District
347,Gabby's,CASUAL DINING,3.0,61.0,309 King Street West,Bar Food,55.0,Entertainment District
348,Nora Shawarma,QUICK BITES,3.6,49.0,141 Spadina Avenue,Middle Eastern,,Entertainment District
349,Mascot Brewery,BAR,3.0,22.0,31 Mercer Street,Bar Food,40.0,Entertainment District
350,Fox on John,CASUAL DINING,3.1,28.0,106 John Street #3,Bar Food,55.0,Entertainment District
351,The Office Pub,BAR,3.5,54.0,117 John Street,Bar Food,65.0,Entertainment District
352,The Jerk Joint,QUICK BITES,3.6,33.0,238 Queen Street West,Caribbean,25.0,Entertainment District
353,The Burger's Priest,QUICK BITES,3.0,27.0,212 Adelaide St W,American,30.0,Entertainment District
354,Arriba - Renaissance Toronto Downtown Hotel,CASUAL DINING,3.6,38.0,"Renaissance Toronto Downtown Hotel, One Blue Jays Way, Toronto",Modern European,90.0,Entertainment District
355,Melt Grilled Cheese,QUICK BITES,3.3,29.0,300 Richmond Street West,American,25.0,Entertainment District
356,Casey's,CASUAL DINING,3.1,46.0,123 Front Street West,BBQ,70.0,Entertainment District
357,Forget About It! Supper Club,CASUAL DINING,3.6,40.0,325 King Street West,Italian,80.0,Entertainment District
358,Rock 'n' Horse Saloon,BAR,3.2,20.0,250 Adelaide Street West,Bar Food,65.0,Entertainment District
359,The Belly Buster,QUICK BITES,3.0,41.0,389 King Street West,American,20.0,Entertainment District
360,Buna's Kitchen,QUICK BITES,3.7,12.0,388 Richmond Street West,European,30.0,Entertainment District
361,Mi Taco Taqueria,QUICK BITES,3.0,16.0,247 Queen Street West,Mexican,25.0,Entertainment District
362,Kiin,CASUAL DINING,3.6,12.0,326 Adelaide Street West,Thai,25.0,Entertainment District
363,Z-Teca,QUICK BITES,3.2,55.0,327 King Street West,American,25.0,Entertainment District
364,Crocodile Rock,BAR,3.4,31.0,240 Adelaide Street West,Bar Food,50.0,Entertainment District
365,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,CAFÉ,3.6,21.0,289 King Street West,Cafe,20.0,Entertainment District
366,Fionn MacCool's,CASUAL DINING,3.2,34.0,310 Front Street West,Bar Food,60.0,Entertainment District
367,Parcae,BAR,3.1,6.0,348 Adelaide Street West,Spanish,90.0,Entertainment District
368,DEQ Terrace & Lounge - The Ritz-Carlton,Other,3.7,23.0,181 Wellington Street West,Spanish,80.0,Entertainment District
369,Horizons Restaurant,CASUAL DINING,2.9,26.0,301 Front Street West,American,90.0,Entertainment District
370,Milano Espresso Bar,CAFÉ,3.4,14.0,266 Adelaide Street West,Cafe,15.0,Entertainment District
371,Shoeless Joe's,BAR,3.7,35.0,276 King Street West,American,60.0,Entertainment District
372,Dark Horse Espresso Bar,CAFÉ,3.5,18.0,125 John Street,Cafe,25.0,Entertainment District
373,Momofuku Nikai,CASUAL DINING,3.4,18.0,190 University Avenue,Asian,80.0,Entertainment District
374,Quesada,QUICK BITES,3.4,46.0,234 Wellington Street West,American,25.0,Entertainment District
375,Boston Pizza,CASUAL DINING,3.1,30.0,250 Front Street West,American,40.0,Entertainment District
376,Calii Love,CASUAL DINING,3.0,14.0,367 King Street W,Hawaiian,25.0,Entertainment District
377,St. Louis Bar and Grill,CASUAL DINING,3.3,33.0,313 Bremner Blvd,Bar Food,40.0,Entertainment District
378,Green Curry,QUICK BITES,3.7,26.0,200 Front Street West,Thai,25.0,Entertainment District
379,David's Tea,BEVERAGE SHOP,3.6,36.0,278 Queen Street West,Cafe,15.0,Entertainment District
380,Scaddabush,CASUAL DINING,3.4,15.0,200 Front Street West,Italian,30.0,Entertainment District
381,Pita & Grill,QUICK BITES,2.8,20.0,131 Bremner Boulevard,Middle Eastern,35.0,Entertainment District
382,Gourmet Gringos,Other,3.6,25.0,Location Varies,Latin American,25.0,Entertainment District
383,Corrado's,QUICK BITES,3.3,16.0,118 John Street,Fast Food,25.0,Entertainment District
384,Ricardas,CASUAL DINING,3.5,10.0,134 Peter Street,Mediterranean,25.0,Entertainment District
385,Evviva,CASUAL DINING,3.0,15.0,25 Lower Simcoe Street,Italian,40.0,Entertainment District
386,The Roastery,CAFÉ,3.6,11.0,401 Richmond Street West,Cafe,25.0,Entertainment District
387,Urawa,CASUAL DINING,2.9,23.0,254 Adelaide Street West,Japanese,50.0,Entertainment District
388,Osmow's,QUICK BITES,3.3,17.0,155 John Street,Mediterranean,30.0,Entertainment District
389,Taco Del Mar,QUICK BITES,3.5,21.0,135 Bremner Boulevard,Mexican,25.0,Entertainment District
390,Superfood Eateries,QUICK BITES,3.4,15.0,268 Adelaide Street West,Healthy Food,40.0,Entertainment District
391,Parlour,BAR,3.0,19.0,270 Adelaide Street West,Bar Food,50.0,Entertainment District
392,The Coffee Bar Inc,CAFÉ,3.6,17.0,346 Front Street West,Cafe,20.0,Entertainment District
393,Pho Vistro,CASUAL DINING,3.2,10.0,259 Queen Street West,Vietnamese,25.0,Entertainment District
394,Pizzaiolo,QUICK BITES,3.6,25.0,270 Adelaide Street West,Fast Food,30.0,Entertainment District
395,The Antler Room,BAR,3.2,18.0,146 Front Street West,Bar Food,60.0,Entertainment District
396,Rexfords Prepared Meal Service,QUICK BITES,3.3,8.0,352 Front Street West,,20.0,Entertainment District
397,Kost,CASUAL DINING,3.2,11.0,80 Blue Jays Way,Mexican,,Entertainment District
398,Soup Nutsy,QUICK BITES,3.7,24.0,200 Wellington Street West,Healthy Food,25.0,Entertainment District
399,Oniwa,CASUAL DINING,3.0,26.0,214 King Street West,Japanese,40.0,Entertainment District
400,Freshly Squeezed,BEVERAGE SHOP,,,200 Front Street West,Beverages,15.0,Entertainment District
401,Kelly's Landing,CASUAL DINING,3.4,15.0,123 Front St W,American,40.0,Entertainment District
402,iQ Food Co.,CAFÉ,3.4,12.0,18 York Street,Cafe,25.0,Entertainment District
403,Mamma's Pizza,QUICK BITES,2.9,24.0,405 Richmond Street West,Fast Food,25.0,Entertainment District
404,Sen5es - SoHo Metropolitan Hotel,CASUAL DINING,3.4,49.0,318 Wellington Street West,American,55.0,Entertainment District
405,Tabouli,QUICK BITES,3.2,21.0,200 Front Street West,Mediterranean,25.0,Entertainment District
406,Sunset Grill,CASUAL DINING,3.0,10.0,250 Front Street West,Diner,30.0,Entertainment District
407,Hot Black Coffee,CAFÉ,3.3,13.0,245 Queen Street W,Cafe,15.0,Entertainment District
408,Ritz Bar,CASUAL DINING,3.1,14.0,181 Wellington Street West,Japanese,100.0,Entertainment District
409,Fifth Pubhouse,BAR,3.2,17.0,221 Richmond Street West,American,55.0,Entertainment District
410,Wide Open,BAR,3.2,11.0,"139A Spadina Avenue, Toronto",Bar Food,40.0,Entertainment District
411,The Marquis Bistro - Hilton Garden Inn,CASUAL DINING,3.7,16.0,92 Peter Street,European,90.0,Entertainment District
412,Smoke's Burritorie,QUICK BITES,2.7,5.0,218 Adelaide Street West-Lower Level,Mexican,25.0,Entertainment District
413,Steam Whistle Brewery,Other,3.5,6.0,255 Bremner Boulevard,Bar Food,40.0,Entertainment District
414,Pablo Cheesetart,DESSERT PARLOR,3.0,15.0,114 Dundas Street West,Desserts,,Entertainment District
415,La Prep,QUICK BITES,2.7,7.0,40 University Avenue,Cafe,25.0,Entertainment District
416,Tachi,CASUAL DINING,3.8,4.0,111 Richmond St W,Japanese,100.0,Entertainment District
417,Burrito Gordito,QUICK BITES,3.0,8.0,120 Peter Street,Fast Food,25.0,Entertainment District
418,Panago,QUICK BITES,3.9,19.0,133 Bremner Boulevard,Fast Food,30.0,Entertainment District
419,Decadent Desserts,DESSERT PARLOR,3.5,14.0,100 King Street West,Desserts,25.0,Entertainment District
420,Baba Geddo,QUICK BITES,3.1,10.0,525 University Ave 4,Middle Eastern,20.0,Entertainment District
421,Hot Stove Club,CASUAL DINING,,,40 Bay Street,American,100.0,Entertainment District
422,La Fenice,CASUAL DINING,3.9,39.0,319 King Street West,Italian,55.0,Entertainment District
423,Jules Cafe Patisserie,BAKERY,3.5,6.0,120 Peter Street,Bakery,20.0,Entertainment District
424,SU&BU,CASUAL DINING,3.0,6.0,106 John Street,Japanese,20.0,Entertainment District
425,Brioche Dorée,CAFÉ,,,200 Wellington Street,Bakery,30.0,Entertainment District
426,Amaya Express,QUICK BITES,2.7,15.0,200 Front Street West,Indian,40.0,Entertainment District
427,Cultures,QUICK BITES,3.6,19.0,330 Front Street West,Healthy Food,25.0,Entertainment District
428,Union Chicken,CASUAL DINING,3.5,6.0,65 Front St W,Chinese,25.0,Entertainment District
429,Aanch,CASUAL DINING,3.4,9.0,259 Wellington Street West,Indian,35.0,Entertainment District
430,Tim Hortons,CAFÉ,3.3,18.0,340 Front Street West,American,20.0,Entertainment District
431,CASUAL DINING,Other,,,2.7,Bar Food,50.0,Entertainment District
432,Burro Burrito,QUICK BITES,3.4,14.0,388 Richmond Street West,American,25.0,Entertainment District
433,Marcello's,QUICK BITES,3.0,13.0,145 King Street West,Deli,20.0,Entertainment District
434,Shawarma's King,QUICK BITES,3.0,12.0,214 King Street West,Middle Eastern,25.0,Entertainment District
435,Sammy's Gourmet,QUICK BITES,2.6,15.0,200 Wellington Street West,Healthy Food,25.0,Entertainment District
436,Zoup!,QUICK BITES,3.3,10.0,200 Front Street West,American,25.0,Entertainment District
437,Junked Food Co.,QUICK BITES,,,507 Queen Street W,Fast Food,15.0,Entertainment District
438,Dublin Calling Party Pub & Kitchen,Other,,,250 Adelaide St W,Irish,50.0,Entertainment District
439,Sandwich Box,QUICK BITES,2.8,13.0,388 Richmond Street West,Healthy Food,20.0,Entertainment District
440,Mucho Burrito,QUICK BITES,3.0,10.0,263 Queen Street West,American,30.0,Entertainment District
441,Jimmy The Greek,QUICK BITES,3.8,16.0,200 Wellington Street West,Mediterranean,25.0,Entertainment District
442,Maison Mercer,Other,3.3,9.0,15 Mercer Street,Bar Food,50.0,Entertainment District
443,California Thai,QUICK BITES,3.0,14.0,200 Wellington Street West,Fast Food,25.0,Entertainment District
444,Subway,QUICK BITES,3.6,14.0,393 Front Street West,Fast Food,20.0,Entertainment District
445,Quiznos,QUICK BITES,2.7,15.0,228 Wellington Street West,Fast Food,25.0,Entertainment District
446,Jz's Pizza,CASUAL DINING,3.3,4.0,232 Wellington Street West,Fast Food,40.0,Entertainment District
447,Sportsnet Grill,BAR,3.3,4.0,1 Blue Jays Way,American,45.0,Entertainment District
448,Pumpernickel's,QUICK BITES,2.9,12.0,200 Front Street West,Deli,25.0,Entertainment District
449,Pizza Nova,QUICK BITES,3.2,12.0,365 Front Street West,Fast Food,30.0,Entertainment District
450,Lite Bite,QUICK BITES,2.9,10.0,145 Wellington Street West,Deli,15.0,Entertainment District
451,The Beverley Rooftop Bar - The Beverley Hotel,BAR,,,335 Queen Street West,Bar Food,60.0,Entertainment District
452,Bourbon St. Grill,QUICK BITES,3.4,14.0,200 Front Street West,American,20.0,Entertainment District
453,Starbucks,CAFÉ,3.1,12.0,250 Queen Street West,Cafe,20.0,Entertainment District
454,Taste of Mediterranean,CASUAL DINING,3.1,8.0,348 Front Street West,Mediterranean,25.0,Entertainment District
455,Pita Pit,QUICK BITES,3.3,12.0,318 Adelaide Street West,Healthy Food,25.0,Entertainment District
456,Kojin,CASUAL DINING,,,190 University Ave,American,55.0,Entertainment District
457,Dairy Queen (Treat),DESSERT PARLOR,3.2,12.0,351 Bremner Boulevard,Desserts,20.0,Entertainment District
458,McDonald's,QUICK BITES,3.0,14.0,200 Front Street West,Fast Food,25.0,Entertainment District
459,Pretty Sweet,Other,3.6,7.0,Location Varies,Desserts,25.0,Entertainment District
460,Buster's Sea Cove,Other,3.1,4.0,120 Bremner Boulevard,Seafood,50.0,Entertainment District
461,Bar 244,Other,2.9,4.0,244 Adelaide Street West,Bar Food,50.0,Entertainment District
462,7 Wonders Fine Foods,CAFÉ,2.1,10.0,250 Front Street West,Cafe,20.0,Entertainment District
463,Belmonte Raw,BEVERAGE SHOP,,,130 King Street West,Beverages,30.0,Entertainment District
464,Koya Japan,Other,2.9,10.0,130 King Street West,Fast Food,25.0,Entertainment District
465,Burger King,QUICK BITES,3.2,11.0,200 Wellington Street West,Fast Food,20.0,Entertainment District
466,Tiki Ming,QUICK BITES,3.8,11.0,320 Front Street West,Fast Food,25.0,Entertainment District
467,Pizza Pizza,QUICK BITES,3.3,9.0,228 Queen Street West,Fast Food,25.0,Entertainment District
468,Balzac's Coffee Roasters,CAFÉ,,,7 Station Street,Cafe,25.0,Entertainment District
469,Umi Sushi Express,QUICK BITES,3.3,9.0,200 Front Street West,Japanese,25.0,Entertainment District
470,ITO Sushi and Noodle,QUICK BITES,3.5,4.0,250 Front Street West,Japanese,20.0,Entertainment District
471,Roxy on King,CASUAL DINING,,,284 King Street West,Fast Food,25.0,Entertainment District
472,Green Box Express,QUICK BITES,3.5,11.0,200 University Avenue,American,20.0,Entertainment District
473,The Bar - Shangri-La Hotel,BAR,2.6,5.0,188 University Avenue,Bar Food,100.0,Entertainment District
474,Hero Certified Burgers,QUICK BITES,3.3,7.0,200 Front Street West,American,25.0,Entertainment District
475,May's Deli,QUICK BITES,3.3,9.0,181 University Avenue,Deli,25.0,Entertainment District
476,Teriyaki Experience,QUICK BITES,2.1,7.0,200 Wellington Street West,Japanese,20.0,Entertainment District
477,Select Sandwich,QUICK BITES,2.1,9.0,100 University Avenue,Deli,25.0,Entertainment District
478,Fast Fresh Foods,QUICK BITES,2.3,9.0,199 Bay Street,Healthy Food,25.0,Entertainment District
479,Piazza Manna,QUICK BITES,3.3,7.0,199 Bay Street,Fast Food,20.0,Entertainment District
480,Mr. Burrito Plus,QUICK BITES,2.5,7.0,69 Duncan Street,Fast Food,20.0,Entertainment District
481,Char No 5 Whisky Bar - Delta Toronto,BAR,3.3,4.0,75 Lower Simcoe Street,Bar Food,50.0,Entertainment District
482,Manchu Wok,QUICK BITES,2.4,7.0,200 Front Street West,Fast Food,25.0,Entertainment District
483,Fat Bastard Burrito,QUICK BITES,,,254 Adelaide Street West,Mexican,25.0,Entertainment District
484,The Pint Public House,Other,,,277 Front Street West,American,50.0,Entertainment District
485,Booster Juice,BEVERAGE SHOP,,,200 Wellington Street West,Beverages,20.0,Entertainment District
486,Mr. Souvlaki,QUICK BITES,3.2,7.0,200 Front Street West,Mediterranean,20.0,Entertainment District
487,00 Gelato,DESSERT PARLOR,,,370 King Street West,Desserts,,Entertainment District
488,Pilot Union Station,CAFÉ,3.7,4.0,65 Front Street West,Cafe,20.0,Entertainment District
489,The Underground Garage,BAR,,,365 King Street West,Bar Food,50.0,Entertainment District
490,Freshwest Grill,QUICK BITES,3.1,7.0,200 Front Street West,American,20.0,Entertainment District
491,Cake,Other,2.6,5.0,214 Adelaide Street West,Bar Food,60.0,Entertainment District
492,Refuel Juicery,QUICK BITES,,,373 King Street West,Beverages,25.0,Entertainment District
493,Mam Green Salad,QUICK BITES,,,220 Bay Street,Mediterranean,25.0,Entertainment District
494,Timothy's,CAFÉ,2.4,8.0,200 Wellington Street West,Cafe,25.0,Entertainment District
495,Bacaro Italian Eatery,QUICK BITES,2.2,8.0,200 Wellington Street West,Italian,25.0,Entertainment District
496,Mix Bistro Restaurant & Bar - Hyatt Regency Toronto,CASUAL DINING,2.5,7.0,370 King Street West,American,80.0,Entertainment District
