Name,EstablishmentType,Rating,NumReviews,Address,Cuisine,CostForTwo,City
Akane Sushi,CASUAL DINING,3.8,32.0,"Ho-View Plaza, 324 Highway 7 East, Richmond Hill","Sushi, Japanese, Asian",35.0,Richmond Hill
Piatto Vecchio Ristorante,CASUAL DINING,3.9,37.0,"9301 Bathurst Street, Richmond Hill L4C 9S2",Italian,80.0,Richmond Hill
Choice of the Orient,CASUAL DINING,4.4,42.0,"Observatory Place, 9555 Yonge Street, Richmond Hill L4C 9M5","Chinese, Asian",40.0,Richmond Hill
AllStar Wings & Ribs,CASUAL DINING,4.0,46.0,"Richmond Heights, 10520 Yonge Street, Richmond Hill L4C 3C7","Bar Food, American",50.0,Richmond Hill
Cora's Breakfast & Lunch,CASUAL DINING,3.3,55.0,"Upper Yonge Place, 10909 Yonge Street, Unit 46, Richmond Hill","Diner, Canadian",35.0,Richmond Hill
Sunset Grill,CASUAL DINING,3.9,46.0,"1500 Elgin Mills Road East, Richmond Hill",Diner,30.0,Richmond Hill
Yu Garden,CASUAL DINING,3.1,11.0,"8750 Bayview Avenue, Richmond Hill",Shanghai,50.0,Richmond Hill
CYAN Cafe & Lounge,CASUAL DINING,3.5,31.0,"9737 Yonge Street, Ste 205 L4C v",Middle Eastern,70.0,Richmond Hill
Yu Seafood,CASUAL DINING,3.2,14.0,270 West Beaver Creek L4B 3Y9,Seafood,,Richmond Hill
Montana's Cookhouse,CASUAL DINING,3.6,37.0,"8735 Yonge St, Richmond Hill, ON L4C 6Z1","Canadian, Grill, BBQ, Steak",50.0,Richmond Hill
Symposium Cafe Restaurant & Lounge,CASUAL DINING,3.1,14.0,13237 Yonge Street L4L9K4,"Diner, Burger, Desserts",65.0,Richmond Hill
Orly Grill,CASUAL DINING,3.9,42.0,"10815 Bathurst Street, Richmond Hill","Fast Food, Middle Eastern",20.0,Richmond Hill
Nam Vietnamese Restaurant,CASUAL DINING,3.2,9.0,"9206 Leslie St, Richmond Hill L4B 2N8","Vietnamese, Sandwich",,Richmond Hill
Green Lemon Grass,CASUAL DINING,3.0,30.0,"Richlane Mall, 9425 Leslie Street, Richmond Hill","Thai, Vietnamese, Asian",35.0,Richmond Hill
Fav Cafe,CAFÉ,3.4,31.0,"280 West Beaver Creek, Unit 31, Richmond Hill L4B 3Z1",Cafe,25.0,Richmond Hill
New Choice Restaurant,CASUAL DINING,3.5,29.0,"324 Highway 7 East, Unit 8, Richmond Hill","Cantonese, Chinese, Asian",25.0,Richmond Hill
Covernotes,CAFÉ,3.7,26.0,"10268 Yonge Street, Richmond Hill L4C 3BC","Cafe, Coffee and Tea",20.0,Richmond Hill
California Sandwiches,QUICK BITES,3.6,38.0,"10815 Yonge Street, Richmond Hill L4C 3E3",Sandwich,20.0,Richmond Hill
3 Coins Open Kitchen,QUICK BITES,3.3,35.0,"10140 Yonge Street, Richmond Hill L4C 1T7","Canadian, Fast Food",25.0,Richmond Hill
Richlane,CASUAL DINING,3.6,14.0,"Richlane Mall, 9425 Leslie Street, Richmond Hill","Dim Sum, Cantonese, Chinese, Asian",70.0,Richmond Hill
Persian Palace,FINE DINING,3.6,30.0,"10711 Yonge Street, Richmond Hill",Iranian,65.0,Richmond Hill
