Name,EstablishmentType,Rating,NumReviews,Address,Cuisine,CostForTwo,City
Il Cavallino Ristorante,CASUAL DINING,3.8,29.0,"8077 Islington Avenue, Vaughan",Italian,80.0,Woodbridge
Cora's Breakfast & Lunch,CASUAL DINING,3.7,29.0,"8401 Weston Road, Vaughan L4L 1A6","Diner, Canadian",35.0,Woodbridge
Ital Vera Pizza,QUICK BITES,3.9,26.0,"270 Chancellor Drive, Unit 1, Vaughan","Pizza, Fast Food",25.0,Woodbridge
Romano's Restaurant,CASUAL DINING,3.7,18.0,830 Rowntree Dairy Road,Italian,45.0,Woodbridge
Mr. Thai,CASUAL DINING,3.8,35.0,"40 Innovation Drive, Vaughan","Thai, Asian",25.0,Woodbridge
Rosa's Place,CASUAL DINING,3.9,30.0,"3650 Langstaff Road, Unit 3-6, Vaughan",Italian,70.0,Woodbridge
Pho Real,CASUAL DINING,3.9,23.0,"8099 Weston Road, Vaughan","Vietnamese, Asian",30.0,Woodbridge
Pita Lite,QUICK BITES,3.8,29.0,"Islington Village Centre, 9600 Islington Avenue, Vaughan",Mediterranean,25.0,Woodbridge
Lavish Cupcakes Inc,DESSERT PARLOR,3.7,30.0,"8611 Weston Road, Unit 34B, Vaughan",Desserts,15.0,Woodbridge
Boom Breakfast & Co,CASUAL DINING,3.3,19.0,"145 Hawkview Boulevard, Unit 7, Vaughan","Diner, Canadian",45.0,Woodbridge
Shitake Sushi and Thai,CASUAL DINING,3.4,11.0,"4401 Highway 7, Vaughan","Japanese, Sushi, Thai",40.0,Woodbridge
Bocconcino Ristorante,CASUAL DINING,3.6,21.0,"331 Trowers Road, Vaughan",Italian,65.0,Woodbridge
La Paloma Gelateria & Cafe,DESSERT PARLOR,3.3,17.0,"SmartCentres Piazza Del Sole, 200 Windflower Gate, Vaughan","Italian, Ice Cream, Desserts",20.0,Woodbridge
Parmigiana Sandwiches,QUICK BITES,3.4,17.0,"180 Winges Road, Vaughan",Italian,30.0,Woodbridge
Milestones,CASUAL DINING,3.8,27.0,"3900 Highway 7, Vaughan L4L 9C3","Grill, Canadian",65.0,Woodbridge
Nino D'Aversa Bakery,BAKERY,3.5,26.0,"7960 Kipling Avenue, Vaughan","Italian, Bakery",35.0,Woodbridge
Pho Linh,CASUAL DINING,3.6,15.0,"2100 Steeles Avenue West, Unit 2",Vietnamese,20.0,Woodbridge
Corned Beef House,CASUAL DINING,3.7,16.0,"120 Whitmore Drive, Unit# 19, Vaughan",Deli,35.0,Woodbridge
Eastern Sense,CASUAL DINING,3.8,19.0,"200 Marycroft Avenue, Vaughan","Chinese, Asian",45.0,Woodbridge
E & R Sweetery,BAKERY,,,"90 Winges Road Unit 21, Toronto","Bakery, Desserts",10.0,Woodbridge
Xpress BBQ,QUICK BITES,3.9,16.0,"40 Innovation Dr, Vaughan","Portuguese, Grill",25.0,Woodbridge
Trattoria Re Di Napoli,CASUAL DINING,3.6,10.0,"8787 Weston Road, Vaughan",Italian,60.0,Woodbridge
Oh So Sweet,BAKERY,3.1,17.0,"8099 Weston Road, Woodbridge","Coffee and Tea, Desserts",15.0,Woodbridge
Boar N Wing,BAR,2.9,20.0,"40 Innovation Drive, Woodbridge",Bar Food,60.0,Woodbridge
Mucho Burrito,QUICK BITES,3.8,33.0,"RioCan Colossus Centre, 30 Famous Avenue, Vaughan",Tex-Mex,30.0,Woodbridge
Spin Dessert Cafe,CAFÉ,3.5,14.0,"Woodbridge Square, 7600 Weston Road, Vaughan","Desserts, Breakfast, Cafe",40.0,Woodbridge
Pho Tan Dinh Restaurant,CASUAL DINING,3.6,12.0,"Vaughan 400/7 Power Centre, 7887 Weston Road, Unit 21, Vaughan","Vietnamese, Asian",35.0,Woodbridge
Gran Gusto Ristorante Pizzeria,CASUAL DINING,3.9,13.0,"3883 Highway 7, Vaughan",Italian,70.0,Woodbridge
Pho Asia Vietnamese Noodle House,CASUAL DINING,3.2,12.0,"110 Woodbridge Avenue, Vaughan","Vietnamese, Asian",25.0,Woodbridge
Tremonti,CASUAL DINING,3.5,20.0,"3850 Steeles Avenue West, Vaughan",Italian,90.0,Woodbridge
Swiss Chalet,CASUAL DINING,3.8,19.0,"3737 Rutherford Road, Vaughan","Canadian, Grill, Beverages",40.0,Woodbridge
T2 Lounge,CASUAL DINING,2.8,18.0,"177 Whitmore Road, Vaughan",Italian,90.0,Woodbridge
Texas Pit,QUICK BITES,3.8,18.0,"5731 Highway 7, Vaughan","American, Grill, BBQ",30.0,Woodbridge
Pie Wood Fired Pizza Joint,CASUAL DINING,3.2,5.0,"200 Whitmore Road, Unit 13, Woodbridge L4L 7K4","Pizza, Italian",25.0,Woodbridge
Osteria Berto,CASUAL DINING,3.7,16.0,"6150 Highway 7, Vaughan",Italian,40.0,Woodbridge
Emily's Bakery,CAFÉ,3.6,4.0,"Shop of Vellore Plaza, 9591 Weston Road, Vaughan","Cafe, Bakery, Italian",25.0,Woodbridge
Chiaro Ristorante,CASUAL DINING,3.4,8.0,"28 Roytec Road, Unit 3, Vaughan","Italian, Seafood",70.0,Woodbridge
Artigiano Ristorante,CASUAL DINING,3.3,6.0,"40 Hanlan Road, Unit 39, Vaughan, Woodbridge, GTA","Italian, Seafood",80.0,Woodbridge
Patisserie V Marie,BAKERY,3.7,13.0,"27 Roytec Road, Vaughan","Bakery, Coffee and Tea",10.0,Woodbridge
Sunset Grill,CASUAL DINING,2.9,13.0,"8280 Highway 27, Vaughan","Diner, Breakfast",30.0,Woodbridge
The Moose and Firkin,CASUAL DINING,3.4,8.0,"7600 Weston Road, Vaughan",Bar Food,65.0,Woodbridge
Sweet Boutique,BAKERY,3.0,15.0,"471 Jevlan Drive, Vaughan","Desserts, Italian",125.0,Woodbridge
Nu Panino,QUICK BITES,3.6,15.0,"6150 Highway 7, Vaughan",Italian,30.0,Woodbridge
Spigolo Ristorante,CASUAL DINING,2.8,12.0,"200 Marycroft Avenue, Vaughan","Italian, Mediterranean",50.0,Woodbridge
L'Antipasto Ristorante,CASUAL DINING,3.3,15.0,"8001 Weston Road, Vaughan",Italian,75.0,Woodbridge
Al Fogolar,CASUAL DINING,3.7,13.0,"7065 Islington Avenue, Vaughan","Italian, European",75.0,Woodbridge
Pita Land,QUICK BITES,3.8,15.0,"3650 Langstaff Road, Vaughan",Middle Eastern,30.0,Woodbridge
Greek Brothers,CASUAL DINING,3.3,13.0,"3603 Langstaff Road, Woodbridge","Greek, Mediterranean",30.0,Woodbridge
Mr. Greek,CASUAL DINING,3.1,14.0,"SmartCentres Piazza Del Sole, 130 Windflower Gate, Vaughan","Greek, Mediterranean",45.0,Woodbridge
La Forketta,CASUAL DINING,3.7,5.0,"4300 Steeles Avenue West, Vaughan","Breakfast, Italian",60.0,Woodbridge
Costa Verde,QUICK BITES,3.3,8.0,"3737 Major Mackenzie Drive, Vaughan","Grill, Portuguese",35.0,Woodbridge
Belleenys,BAR,3.3,9.0,"4000 Steeles Avenue West, Unit 14, Vaughan",Bar Food,60.0,Woodbridge
Copacabana Grilled Brazilian,CASUAL DINING,3.2,6.0,"205 Marycroft Avenue, Toronto L4L 5X7","Brazilian, Grill",100.0,Woodbridge
Hama Sushi,CASUAL DINING,3.3,5.0,"3611 Major Mackenzie Drive, Vaughan","Sushi, Japanese, Asian",40.0,Woodbridge
Starbucks,CAFÉ,3.7,14.0,"SmartCentres Piazza Del Sole, 3900 Highway 7, Inside Chapters, Vaughan",Cafe,20.0,Woodbridge
Remo's Bistro Cafe,CAFÉ,3.7,8.0,"4610 Highway 7, Woodbridge","Italian, Cafe",,Woodbridge
Pizzaville,QUICK BITES,3.6,9.0,"31 Colossus Dr Unit 101, Woodbridge L4L 9K4","Pizza, Fast Food",25.0,Woodbridge
Pizza Nova,QUICK BITES,3.5,10.0,"Rutherford Shopping Centre, 5100 Rutherford Road, Vaughan","Pizza, Fast Food",30.0,Woodbridge
Hero Certified Burgers,QUICK BITES,2.7,9.0,"RioCan Colossus Centre, 21 Famous Avenue, Vaughan","Burger, Sandwich",25.0,Woodbridge
Gelato Gelato,CASUAL DINING,,,"3650 Langstaff Road, Vaughan","Pizza, Italian, Ice Cream",30.0,Woodbridge
King Of Fish 'N' Chips,CASUAL DINING,3.6,7.0,Opening Soon,"Fish and Chips, Middle Eastern",30.0,Woodbridge
By Mongiovi,CASUAL DINING,3.3,7.0,"688 Chrislea Road, Vaughan","Italian, Spanish",60.0,Woodbridge
Spinello,CASUAL DINING,3.5,8.0,"129 Rowntree Dairy Road, Vaughn",Italian,55.0,Woodbridge
Porcello Cantina,CASUAL DINING,2.9,5.0,125 Hawkview Boulevard L4H 2E2,Italian,30.0,Woodbridge
Johnathan's,CASUAL DINING,3.6,9.0,"200 Marycroft Ave, Vaughan","Coffee and Tea, Portuguese",25.0,Woodbridge
Amici Pizzeria & Panini,QUICK BITES,3.9,5.0,"3550 Rutherford Road, Vaughan","Pizza, Italian",35.0,Woodbridge
La Fonte Trattoria,CASUAL DINING,3.5,6.0,"4370 Steeles Avenue West, Woodbridge",Italian,,Woodbridge
Rosticcera Dolce E Salato,CASUAL DINING,3.5,8.0,"8611 Weston Road, Unit 12, Vaughan",Italian,35.0,Woodbridge
Aida's Pine Valley Bakery,BAKERY,,,"830 Rowntree Dairy Road, Unit 8, Vaughan L4L 5V2","Bakery, Italian",15.0,Woodbridge
Bar Burrito,QUICK BITES,3.3,6.0,"8290 Highway 27, Unit 9, Vaughan",Tex-Mex,25.0,Woodbridge
Mrs. Greek Souvlaki,CASUAL DINING,3.5,4.0,"3850 Steeles Avenue West, Vaughan L4L 6Y6","Greek, Mediterranean",30.0,Woodbridge
Green Grotto Tea Room,CAFÉ,,,"3600 Rutherford Road, Unit 100, Woodbridge L4H 3T8","Cafe, Taiwanese, Bubble Tea",25.0,Woodbridge
Extreme Pita,QUICK BITES,3.1,7.0,"25 Woodstream Boulevard, Vaughan","Fast Food, Mediterranean",25.0,Woodbridge
Wok With Yu,CASUAL DINING,3.1,6.0,"4000 Steeles Avenue West, Vaughan","Hakka Chinese, Thai, Asian",35.0,Woodbridge
Harvey's,QUICK BITES,3.7,9.0,"1000 Rowntree Dairy Road, Vaughan L4L 5X3","Fast Food, Canadian, Burger",25.0,Woodbridge
Steeles Garden,CASUAL DINING,3.9,6.0,"3850 Steeles Avenue West, Vaughan","Chinese, Asian",40.0,Woodbridge
Miss Pho Restaurant,CASUAL DINING,3.3,4.0,"4040 Steeles Avenue West, Unit 17, Vaughan L4L 4Y5","Vietnamese, Chinese, Asian",30.0,Woodbridge
Ichiki,CASUAL DINING,3.3,5.0,"3520 Major MacKenzie Drive W, Woodbridge L4L 1A6","Japanese, Thai",25.0,Woodbridge
Second Cup,QUICK BITES,3.8,8.0,"21 Famous Avenue, Unit 4, Woodbridge","Cafe, Coffee and Tea, Frozen Yogurt",10.0,Woodbridge
Sharks Sports Pub,BAR,3.6,7.0,"7007 Islington Avenue, Unit 7, Vaughan",Bar Food,50.0,Woodbridge
Mare e Monte,Other,,,"4040 Steeles Avenue West, Woodbridge",Bar Food,,Woodbridge
Fat Bastard Burrito,QUICK BITES,3.4,5.0,"Woodbridge Square, 7600 Weston Road, Unit 9, Vaughan","Mexican, Fast Food",25.0,Woodbridge
Caldense Bakery,BAKERY,,,"3651 Major Mackenzie Drive, Unit E5, Vaughan","Bakery, Cafe",15.0,Woodbridge
"Ay Caramba, Eh!",FAST CASUAL,3.5,4.0,"65, 3540 Rutherford Road, Toronto L4H 3T8",Mexican,15.0,Woodbridge
Dolce Bombe Cafe,DESSERT PARLOR,,,"7611 Pine Valley Drive, Unit 4, Vaughan",Desserts,10.0,Woodbridge
Tropical Island Carribean,QUICK BITES,,,"5731 Highway 7, Vaughan",Caribbean,20.0,Woodbridge
Taste of Hakka,CASUAL DINING,,,"Vellore Village Plaza, 3737 Major MacKenzie Dr W #104, Woodbridge",Hakka Chinese,30.0,Woodbridge
Freshii,QUICK BITES,,,"7600 Weston Road, Vaughan",Healthy Food,30.0,Woodbridge
Timmy's Bagel & Coffee,CAFÉ,,,"145 Haist Avenue, Vaughan",Fast Food,15.0,Woodbridge
Asian One,QUICK BITES,,,"Islington Village Centre, 9600 Islington Avenue, Unit D1, Vaughan L4H 2T1","Chinese, Thai",30.0,Woodbridge
Tokaji Wine Boutique + Restaurant,CASUAL DINING,3.3,4.0,"Vaughan 400/7 Power Centre, 7887 Weston Road, Vaughan","Diner, Hungarian",70.0,Woodbridge
Burger King,QUICK BITES,,,"200 Winges Road, Vaughan","Fast Food, Burger",20.0,Woodbridge
Tim Hortons,CAFÉ,3.4,6.0,9600 Islington Avenue building D Unit 3,"American, Donuts, Desserts",20.0,Woodbridge
Teriyaki Experience,QUICK BITES,3.6,5.0,"6150 Highway 7, Woodbridge",Japanese,20.0,Woodbridge
Návita Bakery & Trattoria,BAKERY,,,"9750 Weston Road, Unit 18, Vaughan","Italian, Bakery, Cafe",15.0,Woodbridge
Popeyes,QUICK BITES,,,"7766 Martin Grove Road, Vaughan",Fast Food,25.0,Woodbridge
Nantha Caters,QUICK BITES,,,"5010 Steeles Avenue West, Unit 18, Woodbridge","Sri Lankan, South Indian",20.0,Woodbridge
